alunoId,cursos
373067,920094|920085|920091
381866,9201
500601,920094|920080|920089|920082|920083|920085|920090|920091|920086
505871,920094|920080
908588,9201
914572,920094|920083|920091|920088
934537,920094|920080|920080|920089|920082|10004|920083|920084|920085|920091|123519|920087
935021,920094|920080|920081|920091|920088
939799,920094|920085|920081|920087|920088
945820,920094|920080|920089|920084|920085
947397,920094|920080|920083|920083|920081|120292|920092|920086|920087|920088
954301,920094|920089|920082|920081|920091
964637,920094|920092|920086
965915,920094|920080|920091
968346,920094|920094|121716|920080|920089|920082|920082|920083|920083|920083|123119|920085|920090|920081|920091|920092|920086|920105|920087|920087|920087|920088|920088|920088
968500,920094|920080|920085|920090|920081|920091|920092|920088
968630,920094|123279|920080|920081
970308,920094|920082|920084|920084|920085|920091|920087|920088|920088
970499,920094|920080|920089|920084|920085|920091
1730538,124
1814460,124409|124146|10004|920083|124392|123900
376694,124409|123489|123053|124183
1745559,124
1703068,124115|920090|920087
1759637,124156|920089|920082|920090|123053|123547|122912|124183|920087
1787293,124156|123438
1822599,124
1730042,124
1818854,124069|124070
1235985,124260|124177
1283299,124260|124241
1730143,124260|123235|920081|124148
1788369,124260|920083|123868|920081|920087
1808303,124260|920088
963688,1243
1124066,123
1173257,123
1179390,123417|920085|920090
1181247,123
1724243,123
1733091,123417|920083|920084|920091|920088
1740147,123
1741555,123
1741599,123
1745376,123417|920084|123586|920090
1749059,123
516880,1234
1279951,123663|920089|123621
1282194,123663|920080|920080|920089|920089|920082|920083|920083|920084|920085|920085|10008|920091|120808|920087
1741552,123663|920082
1747129,123652|920080|920090|122430|122180
1752885,123652|920080|920086|123741
1808327,123652|920080|920083
1124482,125
1137682,125
1142737,124716|124716|124642|124642|124689|124689|920089|920089|124423|124423|920085|920085|920090|920090|124597|124597|124702|124702|920092|920092
1160628,125
1165229,125
1168074,125
1229031,124716|124098
1266107,124716|124094|920084|124139|123053|123053|123650|124702|920091
1279880,125
1280741,124716|920089|920085|920090|920091
1701862,124716|920091
1722204,125
1730051,125
1735602,125
1745498,124716|123650
1745500,124716|124702
1746853,124716|920089|920082|920085|920085|124603|920091|920087
1748913,125
1760136,125
1760141,125
1760142,124716|124603
1761966,124716|124702
1769510,125
1769954,124716|920091
1770693,124716|124603
1770706,125
1779333,124716|124702
1780204,125
1788029,124716|123650|920081|124702|124603|10008
1804858,124716|123650
1813406,125
1813592,125
1823280,125
1823721,124716|124603|124640
419609,1247
485183,1247
900505,1247
1712739,124561|920080|920089|920089|920082|920083|920083|920084|920085|920085|920090|920091|920087
1727000,124561|123115|124198
1728121,124
1741104,124
1751761,124
1768284,124
1773561,124329|123047
1786501,124329|123629
1803109,124
1767249,124
1802482,124
1804190,124412|124412|123787
1768806,124412|123584|124603|120292|920091
1797840,124412|920089|920083|124565|123584|124429|920081|10008|920091|920092|920088
1803691,124412|124412|920089|124695|121715|920081|920081|10007|124603|124753|124392|124183|124466|920088
1808329,124412|124412
1267352,124337|124844|123868|124241|124271|122291|124492|124361|124075|124207|124368|124166|124444|124169|124354|123438|123732|123927|123869|123794|124470|124454
1746017,124337|920089|920082|920085|920090|920081|920091|920092|123916|124248|920086|123072|920087|920088
1804457,124337|920083|920081|123438
1752811,125
1774653,124658|124640
1065289,123186|123280|920089|123481|121715|123506|123507
1094771,123186|920083|920090|123902|122180
1271334,123186|123092
1747614,123186|920080|920081
1773584,123186|123171|123171
1795561,123186|920084|920084|920090|920087
1790339,123
1802062,123
1166015,123
1711503,123280|123171|10005|123231|920090|121715|124559|123507
1728118,123280|920090
1728379,123280|920090|124603
1728419,123
1732235,123280|123552|920083|920083|123649|920090|122895|123535|920086|124640|123507
1782181,123280|123481|123489|123507
1803407,123280|10004|920083|920083|920081|920086
1181355,123221|920082|920083|920084|920085|920091
1759642,123221|123065|920084|123691|123586|122895|123547|123525
1788402,123221|121715|920081|920081|124075|123821|123438|123448|123488|123472
947051,123221|122181
1011410,124146|920080|920090
1704580,124
1739335,124146|920085|920090|920090|920091|920092
1761855,124
1814461,124146|10005|124392|123900
1217239,124186|920085|920090|920091|920086
1787606,124186|920083
1824261,124755|920082|920081|920091
1704207,123171|123684|920084|920090|920081|123453|920087|920087
1735900,123171|123547
1751807,123171|920087
1758906,123171|920089|920090|920092
1771467,123171|123552|122190
1773824,123171|123279|123920
1804863,123171|10005|920081
1239325,123279|124203
1712881,123279|123279
1792452,123279|920083|920081|10008|124155
1824232,123279|123279|123619|124099|920090|920081|120292|124140
1104368,123279|10007|122180|122180|124478
1140071,123279|123115|920084|920085|920087
1230894,123279|920080
1716799,123
1730774,123
1735429,123279|123235|123182|123868|120018|120292|122291|124207|124203|123072
1735942,123279|920088
1741773,123279|10007|122180|124478
1761864,123279|122060|123719|123235|10005|123182|124070|123868|920085|123650|123118|124587|120018|120292|920092|123086|123597|124207|123260|124203|123438|123487|123072|120550|124140|123794|122180
1762846,123279|920081
1803994,123279|920089|920084|920085
1811951,123
1823684,123279|123279|124592|124592
1827863,123279|123279
1749447,124843|920081
1769236,124843|920091|124637
1769258,125
1769707,125
1780332,124843|123616|920089|920082|920085|920091|124637|123617
1796876,124843|920089|920082|10007|124248
1806499,125
1808425,125
1832280,125
1772539,122
852656,122060|920082|920084|920081|920091
1141976,122
1216444,122060|123720|124451|124248
1710291,122060|123720
1731134,122060|121579|920081|920091|123260|920088|124187
1734864,122060|123632|920081|120292|920091
1808391,122060|123719|920089|920082|120863|10007|122912|123599|123487
934955,122060|123684
1136934,124642|920080|920080|920083|920083|920084|920084|920085|920085|920090|920090|920091|920091|920087|920087
1250408,124642|920083
1730736,124642|920080|920089|920082|10004|920085|124125|124317|123260|124140|920087
1763557,124642|124266|124859
1791048,125
434972,1246
1745521,124779|10005|920081
1779681,124779|920091|920087
1828688,125
1728081,124
1795957,123692|920089|124432|920083|920083|920084|124565|124724|920085|920090|920081|920081|920091|920092|920092|920086|920086
1789307,124372|10005|10007
444864,124372|920085
1219652,124689|920082|124702|123434|920091
1110926,123619|920082|920082|920084|920084|920090|920091|920087
1246435,123619|920084|123654|920091|124203
1740174,123619|920081|920081
1728355,123619|123556|124633|124478
1738396,123619|920081|920091|920092
1795408,123619|124857|920081|124603|124637
932817,123619|920080|920082|120292
1759591,124503|10005|920090|920090|920092|920086
1156462,124
1221949,123719|123122|120601
1717431,123719|920081|123621|124361|120808|920087
1729130,123719|920080|920082|124603|123260|123120|920087|124172
1729283,123719|920089|920082|920084|920085|920091|120808|920087|124662|124172
1747673,123719|920080|920089|920082|123115|920084|920085|920091|920087
1747776,123719|920089|123115|123851|920083|920084|124000|920091|120808
1752977,123719|920082|920082|920084|920084|122094|124303|920085|920085|920090|920090|920091|920091|124347
1703119,124441|920083|120863|124438|920085|920085|920081|920081|920081|121413|120550
1734389,124441|10004
1728412,121716|121716
1177626,121716|920089|10004
1180782,121716|120292
1807306,121716|920083|920085|920091
933401,121716|10005|10007|920091
1746224,123235|124271|124492|124207|124470
1781142,123235|920083|920092|920086
1786862,123
1015448,123
1254107,123235|123235|124270|123868|920085|920081|920081|920091|920092|920086|122112|120550|120550
1702283,123
1721543,123235|920080
1727451,123235|920080|920089|920082|920083
1741003,123235|123868|124271|124248|124140|123927|124470
1745963,123
1746208,123235|920080|920082|123738|920083|123868|920081|120292|122291|920091|123732|120550|123794
1748166,123235|10005|920091
1748828,123
1753429,123235|920080|10005|123868|920081|920081|124207|124203|124701
1761936,123235|123231|123586|920085|123260|123902
1773473,123
1780056,123235|123868|123584|120601
1796309,123235|920080|123684|123065|920081|920081|123881|123621|920092|920092|920086|123260|123944|123794
1712482,123666|123434|920091|920092|920086|123453|123490
1729039,123666|121715|123535
1729707,124
1277494,120976|920089|920084|124270|920090|920091|123579|123556
1731529,120976|120976
1749537,120976|124432
1749563,120976|920089|124432|123892
1824308,124098|920081
1791091,124098|920085|920085|120292|123260|124590
934265,124098|123053|920081|920081
1752732,920103|920089|920089|920083|920083|920083|920084|920090|920081|920081|920091|920092|920088
1711665,124
1737734,124
1740556,124
1755796,123814|920084|920085|920081
1004682,920080|920089|920090|920091
1009492,920080|920082|122181
1021886,920080|920089|920084|920085|920090|920091
1022443,920080|920084|920085|920081
1028111,920080|920089|920084|920090|920081|920091|920086
1029316,920080|920089|920082|920084
1033110,920080|920081|920081
1034710,920080|920082
1041092,920080|920085
1075426,920080|920089|920082|123875|920081|920086|920087
1076114,920080|920087
1076420,920080|920089
1090712,920080|920083|920085|920081|920091|920087|920088
1092563,920080|920089|123115|920085|123584|124640
1102593,920080|920089|920082|920084|920085|920081|920091|920087|920088
1103224,920080|920089|920085|920091|920087
1121778,92
1133691,92
1136160,920080|920089|920082|920084|920091|920087|920088
1138045,920080|920082
1140801,920080|920088
1141979,920080|920085|920091
1142012,920080|920082
1155280,920080|920091|920092|920086|920088
1157581,920080|920089|920082|920084|920085|920090|920091
1160085,92
1161585,92
1169290,920080|920082|920084|920091|920086|920086
1174222,920080|920089|920084|920085|920086
1174718,920080|920089|920084|920084|920090|121715|121715|122925|920091|920087
1176787,920080|920091|920092|920086|920087|920088
1178453,920080|920089|920084|920085|920081|920091|920092|920088
1179753,920080|920089|920084|920085
1212312,92
1217319,920080|920089|920082|920085|920090|920088
1218400,920080|920089|920082|920083|920084|920085|920091|920092|920086|920087|920088
1218451,920080|124547
1218730,920080|920081|920091|920092|920087|920087|920088
1220355,92
1221416,920080|920089|920082|920082|920085
1227645,920080|123281|920084|920087|920087
1227810,920080|920082
1236865,920080|920085|920081|124603
1237587,920080|920083|920081|920086
1238670,920080|920089|920085|920091|920086
1244207,920080|920089|920082|920084|920085|920087|920088
1247300,920080|920084|920088
1247872,920080|920081
1249414,92
1249506,920080|920081|920088
1249991,920080|920089|920091
1250601,920080|920089|920083|920084|920081|920081|920091
1251602,920080|920089|920082|920084|920085|920090|920091|920092|920086|920087|920088
1252494,920080|920089|920082
1252961,92
1253231,92
1254266,92
1261207,920080|920081
1262862,920080|920089|920082|920090|920081|920091|920092|920088
1265801,92
1267639,920080|920089|920084|920090
1268818,920080|920082|920091|920087
1268904,92
1269097,920080|920089|124603|920091|124533
1270003,920080|920089|920082|920084|920085|920091|920088
1274108,920080|920089|920082|920085|920081|920091|920087|123695|920088
1274325,920080|920089|920085
1274891,920080|920082|920085|920081|920081|920091|920087|920088
1274894,920080|920081
1276219,92
1276448,92
1276827,920080|920083|123649|920090|920090|920090|920081|920081|920091
1277309,92
1279047,920080|920089
1279420,920080|920089|920083|920084|920084|920085|920090|920081|920091|920092|920086
1279539,920080|920089
1284119,920080|124432|124724
1701528,920080|920089|920089|920085
1701787,920080|920090
1701811,920080|920089|920082|920084|920091|920086|920087|920088
1702477,920080|920089|920084|920085|920090|920081|920091
1702593,920080|920081|123885|123732|123927
1704322,920080|920089|920082|920084|920084|920087
1704472,920080|920082|920083|920084|920085|920090|920081|920091|920092|920086|920087|920088
1704684,92
1704945,920080|920089|920081|920087
1705754,920080|920085|920091|920087|920088
1709273,920080|920082|920083|920090|920091|920091|920092|920086
1709891,920080|920089|920084|920090|920081|920091|920086|920087|920088
1710133,920080|920082|920085|920090|123487|920087
1710491,920080|920082|123115|920084|123231|123231|920085|120808|121555
1710520,920080|123738|124354
1710533,920080|124844|123868|920081|920081|920091|920092|920087
1710688,920080|920080|920082|920082|920085|920085
1710905,920080|920089|920082|920084|920085|920081|920091|920087|920088
1711084,920080|920081|920086
1711236,920080|920080|920092|124148|920088
1711329,920080|920082
1711686,92
1711705,920080|920089|920082|920084|920085|920091|920086|920087|920088
1712047,92
1712450,920080|920089|920084|920085|920090|920091
1712543,920080|920086
1712592,920080|10004
1712595,920080|920083|920090|920088
1712754,920080|920089|920089|920084|123920
1712777,920080|920083|920086|920086
1712957,920080|920082
1713053,920080|920090|920092
1715818,92
1716127,920080|920082|920085|920081|920091|920087
1716146,920080|920089|920084|920085|920090|920091
1716605,920080|920081|920086|124636
1716683,920080|920089|920090|920081|920091|920088
1716810,920080|920084|920090|920081|124603
1719399,92
1719833,92
1721299,920080|920089|920082|920084|920092|920086|123927|920087|920088
1721459,920080|920089|920084|920085|920090|920091
1721653,920080|920089|920081|920091|920087
1721880,920080|920089|920082|920083|920084|920085|920090|920091|920086|920087|920088
1722383,920080|920089|920083|920084|920091
1722420,92
1722497,920080|920082|920083|920081|10008|920091|920087|920088
1722757,920080|920089|920084|920081|920091
1723922,920080|920090|920081|920092|123787
1724549,920080|920082|920084|920081
1724764,920080|920089|920082|920085|920091|124572
1727317,920080|920088
1727769,920080|920083
1727779,920080|920082|920085|920091
1727861,920080|920089|920082|10004|920085|920090|920091
1728457,920080|920089|920082|920084|920085|920081|920091|920087|920088
1728929,920080|920089|920083|920081|920091|920092|920087
1728941,920080|920089|920082|920083|920084|920085|920090|920091|920092|920086|920087|920088
1728991,920080|920089|920083|920084|920085|920081|920091|920056|920087|920088
1728992,920080|920081|920046
1729014,920080|124113
1729245,920080|920089|920082|920085
1729282,920080|124361|122180
1729314,920080|121759|920089|920089|920089|920082|10004|920083|920085|920090|920081|920081|920091|122190|920088|920088
1729344,92
1729446,920080|920080
1729793,920080|920089|920083|920090|920091|920088
1730088,920080|920088
1730124,92
1730343,920080|10001|920081
1730422,920080|920089|920090|920091
1730593,920080|920082|124603|123621
1730800,92
1730872,920080|920082|920085|920088
1730907,920080|122910|920087
1731782,920080|920081|920092|920086
1731866,920080|920089|920090
1733810,920080|920083|920090|920081|920091|123487|920087
1734386,920080|124432|124259|920081|124354
1734495,920080|920089|123487|920087
1734583,92
1734600,920080|920089|920089|920088
1734639,92
1734854,920080|920089|920090|920091
1734856,920080|920085|920081|920091|920088
1734996,920080|920080|920085|920090|920091|920087
1735147,920080|920089|920082|920085
1735286,920080|920081|124603|124124
1735739,920080|920091
1735848,920080|920082|123487
1735921,920080|920089|920083|920090|920090
1736181,92
1738339,920080|920089|920089|920082|920082|920084|920084|920085
1739030,920080|920082|920083|920085|920090|920081|920091|920086
1739069,92
1739216,920080|920089|920082|920083|920084|920085|920090|920081|124603|920091|920092|920086|920087|920088
1739378,920080|920089|920082|920085|920081|920092|920087
1739599,920080|920089|920089|920082|920083|920084|920085|920090|920081|920091|920092|920086|920087|920088
1739681,92
1740156,920080|920089|920083|920084|920085|920091|920046|920087|920088
1740302,920080|123616|920082|920084|920081|10008|920092|920086|920046|123438|920087|920087|920088
1740382,920080|920087|920088
1740416,920080|920083|920090|123675|122180
1740541,920080|920090
1741046,920080|10004|920087
1741078,920080|920082|920085
1741616,920080|920089|920083
1742260,920080|920089|920082|920084
1742490,920080|920086|920088
1743286,920080|920089|920082|920084|920085|920090|920091|920087|920087|920088
1744494,920080|920092|920086|123429
1744806,920080|920082
1745489,920080|920091
1745530,920080|920089|920089|123552|920083|10005|920084|920090|920091|920092|123217|920086|920087
1745551,920080|920083|920083|920081|920086
1745618,920080|920089|920083|920083|123487|920087|920087|123529
1745649,920080|920083|920081|920092|920086
1745724,920080|920089|920089|920083|123122|123231|920085|920091|121439
1745976,920080|920089|920089|920089|920089|920085|920085|920085|920085|920081|920081|123487|123487
1746229,920080|123868|124207|124203
1746355,920080|920091
1746393,92
1747244,920080|920089|920084|920090|920081|920091|920091|920092|920087
1747260,920080|920080|920089|920089
1747778,920080|920083
1748620,920080|920088
1749406,920080|920089|920082|920084|920085|920090|920081|920091|920087|920088
1749544,920080|920082|920085|920090|920081|920091|920086|920087|920088
1749607,920080|920089|920084|920091
1749833,920080|920082|920081|920081|920092|920086
1750035,920080|920089|920083|920090|920090|920087
1751980,920080|121579|123525
1752381,92
1752722,920080|920092
1752750,920080|920081|920081
1752798,920080|123868|920085|920081|920091
1752921,920080|920089|920082|920084|920085|920091|920092|920086|920087|920088
1753426,920080|920085|920090|920081|920092
1753519,920080|121019|920085|920091|920087|920088
1759533,920080|10004|920081|10007|920091|920088|920088|124478|124334
1759790,920080|920089|920082|920084|920085|920091|920087|920088
1760125,920080|920082|920083|123649|920090|920081|920086
1760166,920080|920091
1760300,920080|920081|124603|124636
1760474,920080|124271|124273
1761097,920080|920089|920082|123231|920085|920081|920081|920091|920087|920087
1761240,920080|920089|920082|920083|920084|920085|920090|920091|920092|920086|920087|920088
1761674,920080|920089|920082|920084|920091|920087|920088
1761887,920080|920092|920086
1761919,920080|920081
1761943,920080|123684|920089|920082|920083|920084|920085|920090|920081|920081|920091|124248|124183|123787|920088
1761990,920080|920086|920087
1762002,92
1762021,920080|10004|920083|123653|920090|920086|122430
1762823,920080|920084
1762971,920080|124251|123868|124241|920090|920081|124248|920086
1763064,920080|124603|920088|122876|124187
1763099,920080|920089|920082|920085|920090
1763383,920080|920089|920082|920084|920081|920088
1763520,920080|920082|920084|123480|920085|920090|920091|920086|920087
1763522,920080|920082|920082|920083|920081
1766962,920080|920085|920090|920091
1768828,920080|920083|10005|920085|123584|920090|920081
1768906,920080|920081|920091
1769072,920080|920092|920088
1769082,920080|920083|920081|920056
1769148,920080|920089|920089|920081|920081|124354|920087|920087
1769155,920080|920080|920089|920089|920082|920082|123115|123115|920083|920084|920084|920085|920085|920081|920081|920091|920091|920091
1769169,920080|920089|920084|920091|920087
1769229,92
1769314,920080|920089|920082|920085|920091
1769674,920080|920081
1769888,920080|920089|920082|920084|920100|920085|920081|920081|920091|920087|920087
1769963,920080|920081
1770117,92
1770225,920080|920082|920083|920091
1770316,920080|920083|920081|920081|920086
1770839,920080|920083|10001|920090|920081|124603
1770937,920080|920090|920091|920086
1771095,920080|124603
1771156,920080|920089|920084|920085|920081|920091|920087
1771343,920080|920090|920088
1771765,920080|920090|920081|920091
1773523,920080|920083|920090
1773524,920080|920084|920081|920081|920081|920091|920087|920088
1773534,920080|920089|920084|920081|920081|920091
1774315,920080|920082|920082|920084|920084|920091|920087
1774478,920080|920089|920082|920085|920091|920087|920088
1776297,920080|920090
1778189,92
1778522,920080|123869
1778622,920080|920089|920084|920085|920091
1779162,920080|920091
1779282,92
1779332,920080|10004|920083|121715|121715|920081
1779548,92
1779578,920080|123616|920089|920083|920090|124637|123617|920087
1779668,920080|920089|920083|920084|920090|920081|920091|920086
1779683,920080|920089|920082|920083|920090|920081|123434|920088
1779753,920080|920089|920084|920085|920090|920091|920087
1779860,920080|920092|920088
1780113,920080|920080|920090|920090|920091|920091
1780179,920080|920089|920084|920085|920091
1780347,92
1780349,920080|920089|920082|920083|920084|920090|920081|920091|920092|920086|920087|920088
1780413,92
1781025,920080|920089|920082|920085|920081|920081
1781233,920080|920089|920089|920085|920090|123120|920087|920088
1781784,920080|920080|920089|920089|920082|920083|920083|920084|920084|920085|920085|920090|920090|920081|920091|920091|920092
1782286,920080|920089|920082|920084|920090|920087|920087
1782561,920080|920090|920081|920092|920092
1782642,920080|920080|920080|920081|920081|920081
1783869,920080|920084|920081|920091|920088|920088|920088
1786017,920080|920082|121440
1786630,920080|920089|920082|920085|920085|920090|920091|920087
1786756,92
1786945,920080|920082
1787009,920080|920082|920083|920084|920085|920081|920081|920091|920092|124248|121439|920087|124454
1787030,920080|920081|920087
1787146,920080|920089|920081|920091
1787170,920080|920087
1787937,920080|920080|920089|920082|920084|920092|123856
1787960,92
1787992,920080|920092
1788078,92
1788113,920080|920089|920089|920082|920083|920084|920085|920090|920081|920091|920092|920086|920086|920087|920088
1788146,920080|920081|920091|920088|122876
1788437,92
1788498,920080|920081|123885
1788957,920080|920080|120667|920085|920085|920081|920091|920091|920092|920086
1789263,920080|920083|920085|920085|920081|10007|10007|920092|920086|920086|122180
1789271,92
1789362,920080|920082|920084|10008|920086|124140
1789368,920080|920084|920085|920081|920091|920087|920087
1789455,920080|123684|920089|920082|920083|920083|10005|10005|920084|920085|123487|920087
1789503,92
1789654,920080|920089|920089|920082|920085|920081|920081|920081|920091|920092|920087|920088
1790781,920080|920089|920083|920084|920090|920091|920088
1791038,920080|920089|920084|920085|920081|920091|920091
1791226,920080|920089|920082|920084|920085|920090|920081|920091|920092|920087|920088
1792138,92
1792387,920080|920089|920082|920085|920081
1792392,920080|920080|120667|120667|920083|920081|920081|920081|920081|920092|920092|920086|920086|920086
1792450,920080|920089|920081
1792537,920080|124590
1792799,920080|920080|920092|920092|920086|920086
1792801,920080|10004|123738|920083|920083|124423|920081|920081|920092
1792807,920080|920091|124140|124470
1793302,920080|920089|920082|920084|920090|920081|920091|920087|920088
1793439,920080|920083|123875|920085|920090|920091|920086
1794517,920080|920089|920089|920082|920082|920084|920085|920085|920091
1795228,920080|920080|920089|920082|920082|920085|920085|920090|920090|920091|122190|920087
1795319,920080|920090|920081
1795445,920080|10005|920081|920091
1795628,920080|920082|920085|920081|920091
1795733,920080|920089|920082|920085|920090
1796582,920080|124603|920088
1796990,920080|920080|920081|920081
1797725,920080|920081|920081
1797909,920080|920089|920082|920085
1797927,92
1798443,920080|920082|920085
1798615,920080|920089|920084|123868|920085|920085|920081|920081|920081|920088
1799319,920080|120292|920092|920086|920087
1800345,920080|920083
1801999,920080|920089|920084|920091
1802804,920080|920082|920085
1802868,920080|920089|920082|920083|920084|920085|920090|920081|920091|920092|920086|920087|920088
1802876,920080|920082|920081|124507|124347|124113
1803044,920080|920082|920081|920087
1803055,920080|920080|123217
1803373,920080|920089|920082|123552
1803433,920080|920081
1803508,920080|123738|920081
1803524,920080|920089|920082|920084|123584|920090|920081|920086|123556
1803819,920080|920089|920082|920084|920090|920090|920081|920087
1803985,920080|920089|920082|920084|920085|920081|920091|920087|920088
1804250,920080|920083|920084|920090|920091|920086
1804475,920080|920082|920081|920092|920086
1804755,920080|920083|920090|920081|920081
1804816,920080|920083|920090|920081|920092|920086
1804870,920080|920081|920081|920087
1804881,920080|920089|920089|920082|124587
1804967,920080|10004|920092|920092
1805256,920080|920089|920082|920083|920084|920091|124454
1805411,920080|920089|920083|920084|920085|920088
1806796,92
1807119,92
1807228,920080|920092
1807266,920080|920089|920089|920082|920085|920081|920081
1807743,920080|123653|920091
1807896,920080|920089|920081
1808156,92
1808203,92
1808233,920080|920081|920092
1808268,920080|920088
1808289,920080|920082
1808308,920080|920091|124556
1808312,920080|920083
1808384,920080|920082|920085|920081|920087|920088
1808390,920080|920082
1808438,920080|920089
1808615,920080|920083|920090|920091
1808817,920080|920089|920082|920083|920084|920085|920090|920081|920091|920092|920086|920087
1809317,920080|920082
1809744,920080|920080|920089|920089|920091|920091
1811031,920080|920089|920082|920085|920090|121715|120292|920091
1811053,920080|920089|920082
1811724,920080|920082|920083|920085|920091
1812691,92
1813091,92
1813462,920080|920084
1813541,920080|920092|123927
1815841,920080|920089|920085|920091|920087
1818730,920080|920082|920082|920083|920090|920091
1819458,920080|920082|920083|920088|920088
1820956,920080|920091
1822344,920080|920082
1823332,920080|920081
1823678,920080|920082|920083|920090
1823706,920080|920085|920081
1823761,920080|124640
1823771,920080|920083|920081
1824086,92
1824104,920080|920083|920090|920081
1825588,920080|920089|920082|920082|920085|920081|920081|920091|920088
1825807,920080|920089|920082|920083|920090|920081|920091|920086
1827570,92
1827595,920080|920082
1827996,920080|920081
1827997,920080|920082|920081
1828398,920080|920092|124444
1833253,920080|920091
1835318,920080|920081|920091|920087
1837380,920080|920091
1839525,920080|920088
1839910,920080|920089|920082|920091
1840513,92
391838,920080|920091
450376,920080|920081|920086
463049,920080|920089|920084|920090|920081|920091
466976,9201
468108,920080|920089|920083|920084|920085|920090|920090|920081|920091|123453|920087|920087
473433,920080|920085|920085|920085|920091
481965,920080|920089|920084|920085|920081|920081|920091|920092|121439|920087
489265,9201
501381,920080|920089|920084|920081|920081|920091
504288,920080|920091
514401,920080|920089|123487|123507
578548,920080|920089|920084|920085|920090|920091
864544,920080|920081|920088
865748,9201
867872,920080|920080|920083|920084|920085|920081|920091|920087
872601,920080|920089|920082|920083|920084|920085|920081|920091|920086|920087|920088
885193,920080|920080|920091|920087
922029,920080|920089|920082|920085|920081|124587|920091|123828|124148
923766,920080|920091|920092|920086
923952,920080|920082|920083|920085|920081
925143,920080|920084|920085|920081|920081|920091|920088
925445,920080|920083|920083
925827,920080|920082|920084|920085|920090|920081|920091
934495,920080|920089|920082|920082|920085|920085|920085|920091|920091|920091
944093,920080|920089|920082|920083|920084|920085|920081|920091|920087
945884,920080|920089|920081
956126,920080|920085|920091|920092|920087
1760055,124763|10004|124765|920088
1763541,124763|10004|122877|10007|124765
1125155,123616|920089|920084|920085|920090|920081|120292|120292|120292|920091|121439|121440|123617|123695|920088|124567
1217120,123616|124603|123514
1211723,123616|920089|920085|920090|920081|920092|123617
1228597,123616|123489|124637|123617
1739177,123616|920091|124637|123617
1746298,123616|123868|124075|124207|124203|920115|120550
1748997,123616|920082|920090|920081|920091|124637|920088
1749085,123616|124637
1749089,123616|124637|920086
1760111,123616|124844|920081
1761940,123616|124637|123617
1787651,123616|124637
1788084,123616|124637
1790915,123616|123616|920089|920089|10005|124124
1794675,123616|123868
1803665,123616|920083|920081|920081
1803698,123616|920089|920089|124603|920091|124637|123617
1819899,123616|123616|920082|920082|920083|920081|920091
1820014,124
1840836,124
1841166,124
912000,123616|124637|123617
1151465,920113|920083|920090|920092|920086
1253826,92
1276496,920113|920089|920090|920090|124603|920091
1279854,920113|920089|920081|920091
1711029,920113|124637|123617
1711913,920113|124541|920115
1744780,920113|920089|124883|123787
1784862,920113|920089|920089|920082|920082|920082|920085|920085|920081|920091|920091|920091|124637
1279453,124428|124336|920087
1710542,124428|124290|920081|920086
1736476,124
1777921,124428|124188
478415,1244
1745460,124579|10005
1745573,124579|10005|120863|124303|920085|124591|124577|124354|920087|124633|124640
1774433,124579|920089|920089|920084|920085|920090|124577
1067588,121759|121440
1249832,122
864745,121759|124603|124125|120292|121917|124547
1774520,124167|120667
1780476,124167|920092
1806523,124167|123732
1821020,124
1823670,124167|124603
1747018,123643|123751
1808042,123643|123693
1505857,124789|124565|920081|124603|920088|124334
1197997,123684|123777
1280517,123684|920091
1700689,124
1732227,124
1786963,123684|123654|123649|920085|123487
1795469,124
1804042,123684|124603
1808298,124
892905,123684|920084|920091
1000926,920089|920085
1001006,920089|920082|920082|920084|920085|920081|920091|920087|920088
1004127,920089|920082|920084|920091
1018093,920089|920084|920085|920085|920091|920087|920088
1018785,920089|920089|920087
1018930,920089|920083|920085|920091|920091|920087
1020325,92
1020364,920089|920091
1022814,920089|920085|920085|920090|920091|124140
1023456,92
1032336,920089|920084|920085|920090|920081|920091|920087|920088|920088
1034531,92
1069049,920089|920082|920085|920081|121439|920087
1074293,92
1075403,920089|920085
1076525,920089|123552|920091
1076544,92
1091872,920089|920085
1103867,920089|920089|920082|920082|920084|123231|920085|920091|920087
1104438,920089|920089|920084
1110847,920089|920084|920085
1112139,920089|10005|920085|920090|123487
1116995,92
1117163,920089|123609|920090
1120783,920089|920085|124603
1121792,920089|920084|920087
1125771,92
1137041,920089|920082|920081
1139910,920089|920083|920088
1140694,920089|920084|120292|920091|920046
1142305,920089|920090
1142842,920089|920082|920084|920091|920088
1143139,920089|123487|123487
1143404,920089|920089
1144215,920089|920083|920084|920085|920090|920092|920086|920087
1144251,92
1148013,920089|920084|920091|123514|123487
1155305,920089|920083
1156079,920089|920085|920081|920091
1167184,920089|920082
1167549,920089|920082|920085|920081|920087|920088
1168392,920089|920081
1169386,920089|920089|920082|920082|920085|920085
1169535,92
1169587,920089|920082|920083|920084|920085|920085|920090|920090|920081|920091|920088
1170312,920089|920091
1174650,920089|920084|920085|920090|920081|920091|920087|920088
1175193,920089|920085|920087|920088
1175672,92
1177091,920089|920089|920083|920083|920083|123586|920090|920090|920081|920086
1177860,920089|920082
1177884,920089|920084|920084|920091
1193504,920089|920084|920091
1194698,92
1195461,920089|920084|920091
1195550,920089|920083|920091
1197738,920089|920083
1198829,92
1209961,920089|920091|124637|123617
1212291,920089|123231
1216185,92
1216845,920089|920082|920083|920084|920085|124603|920091|920088
