alunoId,cursos
1808408,920107|920089|122181|920084|920081|10007
1818502,920107|920094|920085|920090|920091|920092|920086
1820655,92
1820972,92
1824269,920107|920094|920082|920086|124140
1824385,920107|920083
1824417,920107|920083
1824612,920107|920094|920080|920089|920082|920085|920090|920091|920087
1827969,920107|920080
1828304,92
1828885,92
1828886,92
1830031,92
453710,9201
1239519,123522|123480|920092|920086
1274569,123522|920086
1701847,123522|123750|920080|920082|123115|920083|920084|920081|123465|920088
1704323,123522|920083|920086|920086|121439
1709829,123522|920086
1726092,124
1760450,123522|920094|920086|123514
1770535,123522|123750|123916|122180|122180
1787256,124
1788984,123522|920094|120667|920083|920085|920081|920091|920092|920092|920086
1789039,124
1789276,123522|920092|123794
1789308,124
1795986,123522|124640|124640
1796049,123522|920094|920080|920092|920092|920086
1797357,123522|920081|920081|10008
1802307,123522|920084|122895
1804468,123522|123750|123750|920081|920086|920128
1804472,124
1804486,123522|920080|920082|920081
1804494,123522|124280
1804495,123522|920083
1804511,124
1804516,123522|123750|920081
1804517,124
1804520,124
1804523,124
1805025,124
1805257,123522|920076|920095|920094|920080|920082|920083|920083|920084|920081|920091|920092|920086
1807511,124
1807516,124
1807547,124
466830,123522|123517
469235,1235
513342,1235
517188,1235
860395,1235
863933,1235
1019694,123750|920084
1023106,123750|920092
1033596,123750|123750
1034508,123750|920084|920091
1035078,124
1038816,124
1112207,123750|920080|920089|920082|123065|10005|124177|920085|920091
1119897,123750|920080|920080|124502|124411
1133652,123750|920089|920084|920081
1137634,123750|123780|920089|920089|920084|920085|920081|920081|920087
1140039,124
1142270,123750|920094|920084|920091|920087|920088
1155206,123750|123487
1156764,123750|920089
1176309,124
1178429,123750|920083|920083|920084|920081|920091|920087|920087|920088
1195357,123750|124088|123619|920082|10007|123453|123260|123544
1199075,124
1236723,123750|920081
1239534,123750|920089|123798
1247317,123750|124241|124488|124454
1252664,124
1266044,123750|123814|920080|920089|920082|920082|124336|920085|920091|920087
1269996,123750|124640
1275922,123750|920080|920086
1278036,123750|920084|920085
1700767,123750|920094|920089|920082|920081|920092|920087|123776|920088
1702071,124
1702762,123750|124428|920082|920085|920081|920081|124603|10008|920091|920088
1704443,123750|920094
1704833,123750|920094|920080|920080|920089|920082|920083|920084|920085|920090|920081|920092|920086|920087|920087|920088|920088
1710148,123750|124409|920082|124458|920081|120292|920091|920091|124392
1710510,123750|920089|920082|920087
1713589,124
1713865,124
1713902,123750|920083|920081|920087
1717516,123750|10005
1721096,123750|920081|124108
1721147,123750|920084|920081|920081|920086|920087|920087|920088
1721370,124
1722138,123750|920095|920094|920094|124260|123235|920083|920084|120863|124179|124241|920085|920081|920091|920092|124248|121413|120550
1722151,124
1727810,123750|920085
1727954,123750|920089
1728629,123750|123787
1729537,123750|920089|920084
1730380,123750|123637|123171|920080|123681|920083|123691|920090|920091|920086|123789|123712|123674
1731772,124
1732114,124
1735754,124
1739203,123750|124640
1739750,124
1739934,124
1745396,124
1746129,123750|124411
1747272,124
1747349,124
1747431,123750|123868
1747585,123750|920080|920082
1748652,123750|123750
1748760,124
1752804,124
1752939,123750|920089|920089|920082|920084|920085|920091
1753040,123750|124531
1753418,124
1761108,123750|920081|920092|920086|920086|920088|920088|920088
1762025,124
1763117,123750|123868
1767508,124
1769712,123750|123235|920089
1769866,123750|123763|123802
1771013,123750|920091|920092|920086|920086|123674
1771015,124
1773528,123750|124168|123616|920083|920081|920081|124411|122392|123674
1773593,123750|920094|920094|124170|123115|123632|123428|124423|920091|123062|920087|122180|124454
1779320,123750|121166|920089|920084|920091|920087|120014
1779768,123750|920094|920080|920089|122181|920091|920088
1779817,124
1781555,123750|920095|920080|920083|123868|124241|920081|920091
1787165,123750|920080|920082|920081
1788279,123750|124844|124248
1788678,123750|920094|920082|920084|920081|920091|920091|920092|920086|920086|920086|920086|920056|123794
1788865,123750|920094|920080|920089|920084|920081|124411
1792380,123750|920094|920089|920082|920083|920085|920090|920081|920092|920086|920086|920088
1796305,123750|920086
1797104,124
1804419,123750|920080|920089|920091|920086|123487
1811737,123750|120834|920080
1811940,124
360153,123750|920086
389712,1238
409759,123750|920095|920094|920080|920089|920082|123738|920083|920084|920085|920090|920091|920086|123260
446939,123750|123719|123632|120292
455532,1238
500730,123750|920092
602535,1238
859537,123750|920089|920090|123787
884671,123750|920089|920084|920085|920090|124572
895691,123750|920085|920091|920087
926231,123750|124640
954794,123750|124341
969875,123750|920089|920084|920090
1716723,124870|124248|124174
1739136,124870|920094|920089|920082|920081|920091|920086|920087|920088
1760303,124870|123655|920094|920094|920094|920080|920080|920089|920089|920089|920082|920083|920085|920090|920081|920087
1842772,124880|920137|920080|920089|920082|920085|920091|920086|920140
957115,1249
1250409,123882|920083
1270599,123882|123514|123519|920088
1730798,123882|123917
1787750,123882|920081
1795751,123882|123780|920089|920089|10005|920085|920081
1258836,124
1769952,124
1790263,124
1803705,124
955499,123566|123544
1804243,123640|920082|123610
1802409,120192|123487
1197383,123611|920083|920092
1701925,123611|123281|920081|920081|920091
1714764,123611|920080|920081|920088
1717525,123611|123611|920094|920080|920080|123480|123480|920085|920081|920092|920086
1725413,123611|123807|11119|920094|121716|920083|920083|123790|124404|124406|123428|920081|123927
1729207,123611|123115
1760218,123611|123616|124167|920083|920091|123577|123633
1769632,124
1774435,123611|124168|124167|124266|920082|920091|124114|920088|123794|123794
1796330,123611|123610|123621
1803707,123611|920082|920081|920081|124603|920091
1741702,123911|920087|123787|920088
1142558,125
1259237,124648|920081
1720113,124648|124658|123556|124640
1795612,124648|124416|920094|124170|920080|920089|920082|920081|920081|920091|920087|920087|920088
1802497,123321|124565|124587|124558|123787
1807340,123
1808434,123
1816632,123
1253336,123
1796045,123321|121761|121715|920081|920081|920081|920081|920092|920092|920092|920092|920086|920086|920086|123702|123944
1811682,123321|920100|920100|920081|920091|920091
955439,123321|920089|124432|920083|121413
1122700,124430|124843|920080|920088
1728979,124430|122180
1730576,124430|920082
1753377,124430|124563|123896|121440|124183|123828
1786525,124430|124101|920083|920092
1803690,124430|920081
1823786,124
1770210,124654|920089|920084|123691|920085|920085|920090|124655
1786639,124654|124534
1769477,124127|123688|123186
1773288,124127|123678|123082
1791306,124127|123844|122291|124129
1819931,124
1825228,124127|124496|124496|920083|920083|920085|920085|920086|920086
369384,124127|123678
1011231,123763|920089|920083|10005|920084|920085|920091
1196539,123763|920094|920089|920082|920083|920083|920084|920085|920090|920081|920091|920091|920092|920086|122248|920088
1713367,124
1739073,124
1763593,123763|123802
1140127,12
1811617,12
1813900,12
1814160,12
1748868,124065|123116|120292|122191|123695
1735245,124065|920094|920083|920081|920092|920092|920086|123869|920088
1735374,124065|920094|123279|124094|123122|123632|920090|123489|123650|123703|123885|123913|123597|120808|123751
1788057,124065|920094|920083|920085|920085|920090|920081|920091|920091|920092|920092|120808|123927
1239029,124761|123616|124603
1729637,124761|10005|124334
1786860,125
1802724,124761|920081
1820170,124761|124367|920082
1823600,124761|124168|124260|123616|124505|920090|920081|124603|124191|920091|920086|124368|123617|920087|124154|920088|122180|120601
399553,124761|10008|124125|124766
1786385,124604|124623|124248|124519
1791616,124604|123787
1792423,124604|920083|124217|920085|124558|123787|920088
1808287,124604|124640
1824849,124604|920081
1825957,124604|124565|920085|920081|920081
1768860,124460|123787
1787405,124
1802531,124
925505,124460|920089|920081|920086
1729291,124
1734919,124120|123062
1768085,124120|123678
1781131,124120|10005|124781|124139|124140|123606
1806793,124120|920094|920080|920089|920082|920082|920081|920092
1037162,123604|123489|123053|122912|123047|123606
1729038,123604|123598|920089|920089|123681|920090|920090
1807138,123604|920085|920090
1702896,123604|124409|123279|122060|124473|920082|123065|122181|920084|124688|124000|124303|123586|123650|123118|123547|120018|120808|123487|124140|124567
1768572,123604|123598|124366|920083|123229|123586|121999|123596|122291|124599|123465
1783144,123604|124561|124561|123279|124098|920083|920083|122181|124688|920085|120292|124176|124636|124198
1785815,123604|123719|124099
1785833,123604|123691
1786077,124
1793907,123604|920094|920083|920083|920084
1795684,123604|10005|123597
1812638,123604|124561|124098|920080|920089|123115|920084|124139|920091|920087
1813167,123604|123807|920080|920084
1747913,123603|920089|122760|123231
1760547,123603|920089|920082|920087
1782086,120834|123454|920087|124411
1788782,120834|124472|124411
1217283,120834|122011|123795
1240831,121
1706497,120834|920089|920091
1710929,120834|124411
1728811,120834|920089|920083|124505|920081|920081|124317|920088
1731080,120834|124603
1732005,120834|124411
1732040,121
1732048,120834|920081|123519|124411|122392
1732052,120834|124411
1732092,120834|122551|920084|920090|920081|121440|124411
1741039,120834|920083|122392
1746617,120834|124472|124411|122392
1746629,120834|124623|124472|124192|124108|124411
1746671,120834|124411
1759445,120834|123616|920089|920084|124000|920085|120292|920091|124108|123827
1761808,120834|120834|920085|123584|121715|920081|124280|123928|123786|124140|122392
1761908,121
1770246,120834|920083|124411
1771473,120834|124603
1773137,120834|920081|121439|121440
1786990,120834|120834|124623|124603|124502|124472|122392
1788758,120834|920085|124603
1792389,120834|124603
1804944,120834|124623
1808300,120834|123781
1275883,123788|123065|920084|920085|920091|122876
1749194,123788|920083|124451|920081|920081|920081|920081|124603
1712755,124
1735474,123637|920083|920090|123082|920087
1739925,123637|920083|920084|920085|920090|920081|123674
1759349,123637|123279|920089|920089|920082|920084|920085|920081|10007|920091|920086
1782386,123637|124141|124421|124421|124156|920084|123691|124659|124659|123769|920090|124147|124392|124392|124183|124129|124382
1803355,123637|124088|124168|123280|123678|124597|10007|10008|123599|123930|123900|123841|123843|123886
1808014,124
1811644,123637|124098|920089|920083|122181|122094|124303|920090|120808|123200|124083
1814381,124
514379,123637|123637|123186|123171|123586|123678
1752788,124665|124561|124098
1812170,125
1135524,124794|920080
1179360,124794|124000|120018|920091|920087
1281391,124794|124511|920094|920081|120292|920091
1700797,124794|124794|120292
1762018,124794|123735|920094|920094|124409|920080|920080|920089|920082|920082|124621|920083|920083|123122|920084|124000|124584|920085|920090|920090|121715|920081|920081|124125|920091|920091|920086|124577|124140|920087|920087|920088|920088|920088
1770903,125
1796289,124794|920094|920080|920089|920089|920082|124688|124000|124303|920085|920090|920091|920087
1820596,124794|124782|920080|920082|123122|124814|920085|121715|920081|120292|123928|920091|920091|124317|123487|920087
1841259,125
858017,124794|124511|920085|920092|124577|124140
1728904,920135|920084|920091
1712683,121166|123115
1751999,121166|124496|121019
896202,1212
912086,121166|123115|121439
1279253,121166|121715|120292|920091|120014
1739816,121
1748784,121166|920094|920089|920085|920081|920081|920091|920087
1760633,121166|920081
1771129,121166|920089|920083|920081|920091|120014|920088
1778157,121166|920085|120018|920087
1781015,121166|10004|123654|120014
1730641,123456|920089|920081
1235615,123793|123776
1712687,123793|920094|920080|920089|920082|920084|920085|920090|920090|920081|920091|920092|920086|920087|920087|920088
1712699,123793|920094|920094|920080|920080|920089|920082|920083|920083|920084|920085|920085|920090|920090|920081|920081|920091|920091|920087|920087|920088|920088
1229226,124464|920085|920081|123869
1720450,124464|920089|920089|123489
1728946,124464|920089|920082|920084|123231|920085|920091|920091|920087
1769441,124464|920082|920081|920091
1769903,124464|11119|10004|920085|920081
1796905,124464|920082|123916
1804808,124
1828981,124464|124603
1730420,123580|920092
1771008,123580|920081|920086|124531
1105518,123780|920094|920080|920089|920089|920082|920084|920091|920092|920087|920088
1138811,123780|123866|123738|121439|123900|122430
1139112,123780|920094|920089|920082|920084|920085|920091
1216318,123780|123627|123735|123588|123807|123684|122181|920084|920084|122094|122094|124000|123231|124303|920090|920081|920101|920091|124636|124317|120808|122430|920087|123919|920088|124567|123529|123871
1271574,124
1276546,123780|920091|123921|123892|920088
1726921,123780|123116|123719|124441|920080|124428|920082|920082|123115|123115|123720|124248|124547|123260|124198|124148|123062|920087
1727482,123780|920080|920084|920081|124603|920091|920087|920088|920088
1730868,124
1740843,123780|920094|920082|920083|920084|920085|920087
1741665,123780|920089|920082|920084|920085|920081|920091|920087|920088
1745873,123780|920094|123279|920089|920085|920091|124640
1752223,123780|920082|920084|920085|920091
1786055,123780|123221|920084|920090|920090|920090|920090|120292|920091|124636|124467|920087|124556
1793313,123780|920081|920081
1802129,123780|920091|123529
1803717,123780|920094|920080|920089|920089|920082|920082|920082|920083|920083|920083|920084|920085|920085|920085|920090|920090|920090|920081|920081|920081|920091|920091|920091|920092|920087|920087|920088|920088
1804820,123780|920094|920080|920080|920083|920083|920085|920085|920090|920081|920081
1804927,124
1811020,123780|920080|920080|920089|920089|920082|920083|920085|920090|124358|920091|123487|124567
1813062,123780|920088|920088|920088
516135,123780|920089|920082|920084|920085|122291|920091|920091|920087
884262,123780|920080|920089|920082|920084|920085|920081|920091|920092|920088
936400,123780|123279|920089|124458|122181|920084|121019|120018|920091|920091|120808|124140|920087|920087|920088
959998,123780|920094|920082|920084|920085|920085|920090|920091|920092|920087|920088
969109,123780|920089|920089|920081|920087
1782399,123116|920080|920089|920082|920084|920085|920090|920091|124766|124766|920087|920088
1135719,123116|123616|124848|124603|920091|124637|123617|123617
1731356,123116|920081
1740546,123
1769404,123116|920089|920082|920083|920084|920085|920085|920090|920081|920091|123597|122190|124354|920087|920088
1771085,123116|920094|920089|920082|920084|124099|920091
1773606,123116|920089|920089|920084|124000|124303|920085|920085|920091|920091|920087|120014
1135383,123627|123627|920081|124603|124354|920088|920088|124478|124334
1240279,124
1273157,124
1721505,123627|123684|122181|120808
1721667,124
1735149,123627|123588|920080
1738884,123627|920080|920089|920082|920085|920090|920091|123260
1769247,123627|123735|123588|123719|123684|920084|122094|124000|123231|120018|920091|124317|124317|120808|122430|920087|123919|123529
1773457,123627|10004
1797607,123627|123684|920089|920082|122551|920084|920084|123231|920085|920085|123596|920091|120808|120808|121555
1802881,123627|920089
1258176,124
1120100,123598|124098|920083|123229|124094|123260
1741729,123598|124503|920089|920085|920090|920090|122430
1760396,123598|920095|123171|124098|123681|124094|123231|120292|122430|123732
1075290,124141|920082
1197298,124141|920089|920082|920084|920085|920085|920091|920091|920087|920087
1250782,124141|920080|920089|920084|920085|920081|920091|121440|123488
1759876,124141|920082
1711254,123
1721014,122926|920081
1747254,920139|920094|920094|124561|920080|920080|920089|920089|10004|920085|920090|920081|920081|920091|124444|124519|124140|920087|920087|920087|920088|124567
1712518,123410|920095|920080|920082|920081
1792821,123410|124168|123868|123869|123920
1831737,124
1250180,124416|920082|920087
1705816,124416|124496|124403|124528|124444|124519|920087|124376
1731792,124416|920083|124148
1763564,124416|124406
1789371,124416|920080|920089|920089|920089|123115|920085|920085|920091|920087|920087
1807036,124416|920082|920091|920087|920088|122180
1812316,124416|920094|920089|920082|920083|920085|920090|920091|920086|123856|920087|920088
363429,124416|920076|124496|920100|124598|123795
1157467,124
1703043,124416|920080|920089|920089|920082|920082|123115|10005|123231|920085|920081|920081|920087|920087|920088
1747846,124
1773511,124416|920083|124280|123260
1794728,124416|920080|920081|920092|124347|124454
1751454,125
1803256,124564|920080|920080|920089|920082|920082|920084|122094|920085|120292|920091|920091|920087|124478
1828490,124564|920082|124594
1786685,124107|124267
1786697,124107|124191
1795246,124107|124107
1803882,124107|124267
1803898,124107|10005
1803915,124107|920094
1803958,124
1804781,124107|124265
1804792,124107|920094|920081|123880|124267
1805346,124
1805549,124
1805947,124
1811444,124107|124267
1723782,124107|920080|920089|920082|920082|920084|920081|920091|920088
1773539,124107|11119|123235|10005|123868|920081|10008|124758|124701
1813206,124107|920084|123868|920091|123869
1252762,920137|920080|920084|920091|920088
1752925,124112|920080|124447
1787978,124112|124447
1804593,124
1824155,124112|124168|124653|124241|124248|124207|124701
1752992,92
1156577,92
1723226,920076|920095
1729146,920076|920095
1739318,920076|920095|920094|920080|920089|920082|920083|920085|920090|920081|920081|920091|920092|920086|920087|920088
1784860,920076|124372|10005|124179|920081
945528,9201
957015,9201
1275829,123377|920084|920081|120292|122291|920091
1710539,123377|121761|123235|123868|124241|920081|920081|120292|120601
1731578,123377|123868|123896
1769476,123377|920089|920082|920081
1783983,123377|123807|123868
1791794,123377|124259|124597|124151|123517
1808324,123377|920094|920082|123115|920083|920081
1761874,125
1075764,920095|123678|123082|920086|123784|123789
1146284,920095|920089|920091
1182375,920095|123794
1198538,920095|920091
1201319,920095|920094|920080|920089|920084|920100|123691|920085|920081|920091|920092|920087
1221102,920095|920089|920082|920083|123231|123650
1267030,920095|920083|920091
1702829,92
1721548,920095|124367|920080|920081|124444|124309
1722269,920095|123235
1729462,92
1734625,920095|920094|920080|920080|920089|920082|920083|920084|920085|920090|920081|920081|920081|920081|920091|920092|920092|920086|920105|920087|920088
1739555,920095|920080|920089|920085|920088
1739893,920095|920083|920085|121439
1747380,920095|920083|920086
1753608,920095|124716|920080|920081|124702|10008|10008|123605
1757247,920095|920080|920081|920087
1770718,92
1774197,920095|920082
1781080,92
1784387,920095|920090
1786597,920095|123692|920081|124203
1787223,920095|920089
1787343,920095|123719|920080|124428|920082|123720|920085|920090|920092|920087
1787579,920095|920080|920082|920084|920085|920090|920081|920081|920092|920087
1789659,920095|920094|122060|920080|920083|920084|920085|920090
1790335,920095|124367|920080|124758|123086|124376
1792327,920095|120667|920081|920091|920086
1794047,920095|920094|920080|920089|920084|920100|920085|920081|920091|920087|920088
1803077,920095|920083|920081|920091
1804814,920095|920094|920080|920082|920083|920084|920081|920092|920086|920087|920088
1824186,920095|124168|920094|124156|920080|920083|920085|920090|920081|920091|920092|920086|920087|920088
882458,920095|920094|920094|920080|920089|920082|920083|920090|920090|920081|920091|920092|920086|920115|920087|920088
1274992,123397|123814|920080|920089|920082|124336|123115|920084|124000|123231|123428|120018|920091|920091|121917|920056|123617|920087|920087|920087|920088
1775718,123397|920081
1728801,123980|10008|124447
1076219,124088|124088
1145882,124088|920094|920080
1232938,124088|124772|123738|123065|123743|920081
1267282,124088|920080|920083|920085|920085|920081|920091|920092|920086
1738377,124
1747049,124088|920094|920080|920083|920090|920086|920086
1747639,124088|920089|920089|124214|10004|10005|920081|920091|124248|124598|123260|123927|920087|124454|120601
1752707,124088|920094|920085|920090|920092|920092
1759581,124
1774807,124088|920081
1786652,124088|920086|123900
1804551,124088|124168|11119|124197|920083|124180|920081|920086|920087|123869
1808963,124088|10005|123800
1812158,124
1821785,124
898356,1241
1733844,123792|920083|123086|123800|123784
1741081,123782|120667|10008|123916|123086|123821
1768329,123782|123783|920083|123789
1772015,123782|920083|123065|920081
1788941,123782|920081
1789111,123782|123783|920094|123235|920080|10004|920083|123703|123223|124191|123086|123841|123465|124371
1732485,121569|920089|920082|920083|920085|920091|920087
1277116,121569|920080|123684|123115|123691|121715|920081|920081|123547
1739688,121569|122180
872196,1216
1280108,125
1500491,125
1713666,125
1768920,125
1786779,125
1802355,125
1808366,125
1808455,125
1819746,125
1828512,125
1735425,124400|920080|920089|920082|920085|920085|920081|920087
1811027,124
971030,123783|920094|920080|920083|920090|920081|920086
1730385,123783|123735|123280|124755|123171|123279|122895|122895|123118|124392
1804676,123783|920083|123789
1260766,123735|920083|920085|920090|920090|920091|120808|122190|122248
1746452,124
1788632,123735|920083|920090
1822506,124
1159581,123735|920089|920084|123703|124354|123487|123507
1250789,123735|123586
1256354,123735|123807|123738|920083|123122|920090|920092|123086|920086|123896
1712493,123735|920083|120292
1721457,123735|123691|123488
1730295,123735|123235|920081|122112|123633|120601
1749399,123735|124409|920082|123743|123487
1780128,123735|920090|920086|124617|124617
1782174,123735|920080|920089|920089|920082|920083|123875|920090|920081|920091|920086
1782425,123735|920089|920083|920084|920085|920090|920091|920087
1786647,123735|920089|920083|123875|920086
1793763,123735|920080|123738|920083|920090|122291|123902
1813809,123735|920089|920083|920083|123065|10008|920086
1248716,124341|123588|920089|920083|920085|123778
1796030,124
1820028,124341|124383
1142455,124341|920085|920090
1729044,124341|920083|920083|920085|920085|920091|920091|920091|920086|123902|123902
1730577,124341|124409|124473|920080|920089|920089|920089|920082|920084|124000|124303|920085|920090|920090|920091|920091|920091|124317|123487|123487
1779313,124341|124305
1782168,124341|124305
1806767,124341|124168|124093|920089|920083|920090|124467|124083
1759700,124714|920113|920083|920085|920090|123621|920091|124528|920115|920087
1804454,124714|124421|124337|920083|920083|920092|124248|123438|920088
1075679,123588|121579|920083|123875
1276024,124
1711719,124
1713862,123588|920084|920091|920091
1728129,124
1782200,123588|920080
1789169,123588|920089|920091|123487
1216700,124613|121439|121440
1238533,125
1701578,124613|123115|920091|124636|124547|123260|920087|124592
1729796,124613|124168|11119|123688|122060|123681|920083|123065|10005|123881|124466
1791308,124613|920094|920089|920085|920091
1796275,124613|124579|920082|920083|920085|920090|124358|920091
581043,124613|124507|124547
1021960,124168|124428|124853|124336|123115|123720|920083|124594|920081|124248|121439|124528|121440|124544|124547|124585|124169|123062|920087|122050|124622
1030825,124168|124270|124000|124180|920081|124603|120018|920091|120808|124547|920087
1106913,124168|124428|920085|120292|123519|920087|124662|124454
1214454,124168|920094|124167|920089|920082|122438|123065|122181|920084|920085|920090|920081|10007|124603|920091|124753|121439|124541|121440|123828|920087|920087|920088|124187|124533
1215594,124168|920086
1216192,124
1274878,124168|920081|920081
1282466,124168|920083|124177|920085|920090|920081|124280|920087|920088
1284372,124
1701977,124168|123115|123115|920087
1703952,124
1703980,124
1716842,124
1717386,124
1728572,124168|920084|123453
1729607,124168|123673|123453|123519|124183
1730298,124
1730391,124168|920090|920086|123597|123597
1730782,124168|123655|920080|920083|920085|920090|124271|120808
1739955,124168|124167
1740822,124
1741809,124168|920094|920089|920084|920084|920091|920087|920088
1746043,124168|124337|123279|123279|124167|920100|123868|123434|123828|124169
1747552,124168|123235|10004|10005|10008|124280|121439
1748037,124168|121439|121440
1748646,124168|920083|920088
1751455,124168|920088
1759852,124168|123678|121715|123118|120292|120808|124083
1760843,124168|124167
1763508,124168|123616|920083|920085|920090|920081|124637
1763833,124168|123868|124207|123869
1770405,124168|920083|123703|920086|123597
1771140,124168|920094|920081|124603|124248
1780218,124168|920081|123519
1788148,124168|123235|920085|920081|121440|920088
1789379,124168|124402|124473|124271|124492|124207|124470|124470
1789527,124168|124266|124217|920091
1795248,124168|123487
1797077,124168|124305|123717
1797723,124168|920081|920091|124183
1802412,124168|920089|920082|920083|920085|124603|920091|920092|920087
1803987,124168|920089|920082|920082
1804429,124168|123235|920081|920088
1805992,124168|124260|123868|920081|123927
1806705,124168|920089|920082|920083|124722|920085|920085|920090|920090|920091
1806862,124168|124168|124167|124167|920081|920081|123434|123434|124152|124152|124148|124148
1807879,124168|920094|121716|920089|920089|10005|10007|920091|920091
1808388,124168|920089|920084|920085|123617|920088
1808928,124168|123868|920081|124207|124169
1811913,124168|920080|124167|920082|123053|123053|10008|10008|10008|10008|124598|124598|124169
1813654,124
1819926,124168|920094|920080|920085|124597|920081|124488|920091|920092|123086|920086|920087|122180
1820904,124168|920083|124617
1822401,124168|920081|124151|121440
1823755,124168|920094|920082
1823961,124168|124642|124642|10008|10008
1826611,124168|124754|124688
506794,124168|124167
1731447,122933|123115|920081|920081|120808|920088
1803074,122933|123428|920081
1172312,124421|920080|920089|920082|920084|920085|920090|920091|920087|123690
1254080,124421|124421|920089|121579|121579|124458|124458|122181|122181|920084|121019|121019|124303|124303|920085|920085|920090|920090|920081|920081|120292|120292|920091|920091|920091|124317|124317|124319|124319|124140|124140|920087|920087|920087|124155|124155|920088|920088|920088|124382|124382|124187|124187
1770710,124421|123814|920080|123616|920113|920082|121579|122181|121019|10008|124125|120292|124637|124637|124176|124317|123260|124198|122248
1787835,124421|920089|920089|920082|920082|920082|124336|920084|920084|124000|920085|920085|920081|920081|920091|920091|920087|920087|124640
1790164,124421|920094|920080|920089|920082|920083|920084|920085|920090|920081|920091|920086
1802133,124421|124458|122181|123231|121555|124577
1807582,124421|920089|124883|121579|122094|920085|920090|123928|124637|124317
1812692,124421|124458|920081
1823890,124
1827728,124421|124421|920083|920083
1717253,123866|920083|920083|10005|124556
1074232,125
1795857,125
1811840,124511|920113|124490
1830032,124511|124658|124755|123279|920089|920082|920083|122094|124000|124584|124099|920085|920090|120018|124558|124568|920087|124559
1841106,124511|124637|123617
1704510,122882|920084|920091|123514
1728297,124780|124603|10008
1728449,125
1746367,125
1746427,125
1768588,124780|920089|920083|920085|920090|124603|920092|920086|920087|920088
1026034,124551|122438|920081|124603|920088|124187
1104364,124
1175162,123807|123787
1279784,124551|124551|122438|124603|124603|920088
1701465,123807|123807|920082|920082|124125|920091|920091
1710993,123807|124337|123235|10004|123868|920081|920081|920091|123741|120550|120550
1714041,124551|920089|920082|920083|920084|920090|920081|920091|123217|920087|920088
1714897,124
1717033,124
1722104,124
1730260,123807|920089|123738|920090|124271|123086
1731519,123807|120976|120976|124432|123584|920081|920091|121413|121413|123892
1734383,123807|920080|920089|920082|920085|920091|920087
1739226,124551|124603
1745779,124
1745884,123807|920089|920084|920084|123860|920085|920085|920090|920090|920081|920091|920086|122876
1746572,123807|123787
1746624,123807|123868|123787
1753011,124551|920080|920080|124603
1762816,123807|123787
1769173,123807|920094|920089|10004|920091|920088
1787825,124551|124603
1804991,123807|920083|123065|123868|920081|920081|920091|920092|920086|123794
1812592,124
469057,1238
1279958,124496|920094|920080|920089|920082|920085|920081|920081|920091|123120|920087|920088
1731332,124496|920094|920080|920089|920082
1745394,124496|920081
1769624,124
1277370,124465|920081|920081|124338|123438
514581,124465|920081
1811775,124
1804251,124367|920080|920086
1811789,124367|920089
1238455,124367|920094|920094|920080|920080|920089|920082|920082|920085|920085|920090|920081|920091|920092|920086|920087|920087|920088
1712740,124367|920082|124028|123632|920090|120292|123856|123260|124592
1727950,124367|920094|920094|920080|920082|124094|123053|920081|123434|920092|124392|121439|121440|123519|124382|123517
1823718,124
1250739,121761|121761|124337|124337|920080|920080|920080|920080|920085|920085|920081|920081|920091|920091|920087|920087|120601|120601
1712340,121761|920094|920081|920086
1719390,121761|920080|920082
1721521,122
1731232,122
1745673,121761|920080|920090|920081
1763479,121761|124563|123732|124140
1763495,121761|121761|123235|920083|920083|920084|920084|123868|123584|123053|920081|920081|920081|920081|124271|123434|920091|920091|920092|124248|920086|920086|124207|124183|124166|124203
1769387,121761|11119|920080|920082|10005|920085|920091|124467
1773497,121761|920094|124337|123235|920083|10005|920084|920085|920081|124271|920091|920092|920092|124248|124207|124140|920087|920088|124470
1773599,121761|920090|122430|123902
1792268,121761|123902
911508,121761|10004
1505531,124563|920089|123868
1720957,125
1721134,125
1752544,124563|920094|920081|124271|920092
1760561,124563|124214|920086|124454
1763498,124563|920094|920080|10004|10004|920084|123868|920085|920081|124758|920091|123732|124140|120601
1780830,124563|124271|123732
1789723,124563|920081
1823683,124563|124579|124411
1828491,124563|124563|124565|124565|124637|124558|124558|124519|124519|124590|124590
1702089,123655|920080|920083|123885|920092|123359|123902
1730839,124
1734937,123655|123844|124093|920089|920082|124028|920083|123122|920084|123629|123489|123053|920081|920081|122895|122895|920092|920086|920086|123784|124808|123789
1788124,123655|920094|920094|920080|124423|124403|920081|920092|920086|920086|123794
1813393,123655|124156|123875|124140|124640
1813788,123655|10004|10005|124273|124531
857808,123655|124129
912416,123655|920089|920085|120292|123086|123732|123062
1121951,11119|11119|11119
1137772,11119|11119|920083|920081|10008|920086|124556
1172655,111
1251420,11119|10008|10008
1710182,11119|920089|124336|124336|10005|920085|121715|121715|120292|120808|121917|121917|123230|123120
1711649,111
1728619,11119|10008
1735680,11119|123616|920089|123851|124290|124290|920083|10005|124438|123584|121999|920081|920081|920081|10007|121413|122011|124152|123900|120550|124590|123892|123712|123920|124334
1746919,11119|10007
1751932,11119|920094|920080|920080|920089|920082|920083|920085|920085|920090|123053|920081|920081|920081|920081|920091|920091|920092|920087|920087|920088|124137
1759789,11119|11119
1763552,11119|920094|920089|920082|920083|920083|920090|124597|920081|920081|124280|920091|920092|920086|920086|920087|920088|124531
1769027,111
