alunoId
1076254
1268548
1709459
1712393
1721053
1721762
1721921
1743575
1748152
1748501
1752685
1752760
1752999
1755017
1759069
1769846
1780282
1781576
1783616
1786500
1786505
1786634
1789945
1791061
1792069
1795382
1795560
1796581
1803685
1806756
1819198
1823776
1827970
1828085
1828131
1828950
1829263
1829551
927715
1176280
1279511
1709873
1717352
1735483
1747463
1760820
1770539
1770752
1773491
1774250
1786978
1792312
1804833
1807554
1813407
1814702
456469
1172437
1219173
1712988
1714694
1759753
1769349
1792418
1780259
1792290
1828439
1274206
1732026
1739970
1820674
1137550
1284277
1710270
1712414
1726788
1730683
1803700
1270211
1712422
1760051
1763535
1769985
1770537
1770738
1787492
1210460
1703907
1746876
1782623
954816
1112444
1124452
1282526
1709794
1735137
1735451
1739070
1741009
1746513
1747628
1752874
1774247
1789422
1794734
1795883
865245
1032655
1183990
1808924
1813457
1828496
941510
1154725
1274842
1746960
1752937
1782296
1795990
1816943
1284377
1277593
1703187
1727731
1735837
1738387
1762839
1778873
1794754
1804371
1812229
518950
1284396
1730289
1742191
1713555
1728580
1752355
1022094
1780407
1788973
1824962
1710422
1710429
1721531
1731470
1752906
1760980
1763597
1769860
1779525
1812011
898720
1240374
1269476
1711896
1729321
1747781
1761844
1092928
1228826
1718036
1779304
1819117
1828048
1829726
1216168
1716629
1780122
1782826
1820945
1075737
1092908
1253545
1748873
1786661
1791510
1802984
893043
1269781
1713324
1713561
1717454
1789257
1804470
1011063
1074830
1160076
1164798
1195289
1230422
1247679
1270165
1701033
1702225
1702675
1702924
1721100
1721669
1727747
1741573
1748790
1749375
1768905
1769087
1769865
1771130
1773522
1780089
1785921
1789366
1791606
1791640
1792959
1793468
1795065
1795261
1797361
1799967
1804400
1805427
955527
1135511
1250120
1278841
1283227
1727974
1729222
1732185
1746304
1746583
1746821
1752902
1761700
1770259
1771124
1796351
1797886
1802104
1802773
1808282
1819291
1823790
1824001
1826433
1258854
1704081
1712441
1717358
1717792
1741049
1752536
1795621
1158694
857764
1749174
1771491
1777837
1179839
1227709
1708963
1721169
1710373
1712612
1786750
1791881
1792345
1808284
1039693
1075743
1075745
1075868
1076328
1076425
1117156
1120709
1156355
1198304
1228479
1239910
1266074
1268321
1273987
1274049
1274349
1274438
1275216
1275838
1278086
1504872
1702107
1712966
1712998
1712999
1713089
1713093
1713199
1713418
1713420
1714715
1714906
1727468
1728136
1728232
1728265
1728305
1730499
1734592
1735080
1739009
1746172
1746316
1760598
1768456
1768500
1768511
1768616
1769344
1772273
1773821
1776510
1782166
1785918
1785925
1785931
1785933
1785956
1789902
1790914
1791494
1791690
1791691
1792478
1795263
1795265
1795293
1795295
1798097
1802150
1802153
1802184
1802216
1802259
1802266
1806527
1806529
1806693
1806727
1807202
1807240
1807650
1807868
1808250
1808361
1808885
1810665
1810998
1811783
1813537
1813902
1814309
1814453
1814609
360847
1136518
1138138
1156729
1220501
1249524
1269712
1276711
1702008
1709932
1709974
1712358
1721042
1721048
1721622
1724234
1730250
1731237
1734606
1739818
1742533
1746502
1749092
1749296
1755154
1760275
1760789
1770579
1770730
1771789
1772824
1792272
1800368
1804504
1806236
1821261
1821985
1822239
1835696
1835703
1835736
1835742
1835764
1835769
1835799
1835823
1835984
1835993
362265
374562
415122
426393
431305
431767
471702
517476
602444
616871
860051
873462
934865
1726109
1760128
1773810
1107150
1259010
1721245
1742108
1751866
1767986
1768761
1770776
1795256
954229
1174919
1178680
1752428
1793987
1808936
897270
1039501
1138144
1266071
1278157
1712021
1752872
1779696
1815791
1820176
1189230
1247217
1739242
1759695
1788443
1820340
1828888
1835611
1110899
1132473
1171345
1174356
1196199
1220151
1252083
1258411
1266210
1266858
1271041
1277994
1278144
1283922
1284364
1710222
1710492
1720805
1730681
1731852
1734847
1735202
1742457
1744784
1745526
1745616
1747707
1748820
1752924
1759759
1760522
1761987
1763534
1763570
1768232
1771482
1771792
1773150
1773450
1779492
1781141
1785858
1785958
1788348
1789167
1792368
1796285
1802076
1804784
1808242
1808354
1809353
1811797
1814873
870998
1773771
1155344
